"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
706865,"SWE","EDIN Niklas","EDIN N","Niklas","Edin","4-S",5,"21","12","9","6","15","87","85","89","88","87"
721971,"SWE","ERIKSSON Oskar","ERIKSSON O","Oskar","Eriksson","3-V",5,"22","12","10","4","18","93","90","98","94","93"
771099,"SWE","SUNDGREN Christoffer","SUNDGREN C","Christoffer","Sundgren","1",5,"22","4","18","22","0","99","100","99","99","-"
1025620,"SWE","WRANA Rasmus","WRANA R","Rasmus","Wrana","2",5,"22","14","8","8","14","95","98","91","100","93"
1776684,"SWE","MAGNUSSON Daniel","MAGNUSSON D","Daniel","Magnusson","A",5,"0","0","0","0","0","-","-","-","-","-"
1022644,"GBR","MCMILLAN Hammy","MCMILLAN H","Hammy","McMillan","1",5,"22","8","14","22","0","95","100","93","95","-"
1366640,"GBR","LAMMIE Bobby","LAMMIE B","Bobby","Lammie","2",5,"22","10","12","10","12","80","88","73","83","77"
1366641,"GBR","MOUAT Bruce","MOUAT B","Bruce","Mouat","4-S",5,"21","8","13","11","10","89","91","88","91","88"
1475594,"GBR","WHYTE Ross","WHYTE R","Ross","Whyte","A",5,"0","0","0","0","0","-","-","-","-","-"
1716751,"GBR","HARDIE Grant","HARDIE G","Grant","Hardie","3-V",5,"22","13","9","11","11","94","92","97","93","95"
