"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
771137,"SWE","HASSELBORG Anna","HASSELBORG A","Anna","Hasselborg","4-S",5,"14","10","4","8","6","71","70","75","81","58"
771138,"SWE","KNOCHENHAUER Agnes","KNOCHENHAUER A","Agnes","Knochenhauer","2",5,"14","10","4","7","7","88","93","75","96","79"
771141,"SWE","MCMANUS Sara","MCMANUS S","Sara","McManus","3-V",5,"14","8","6","6","8","82","78","88","83","81"
931792,"SWE","MABERGS Sofia","MABERGS S","Sofia","Mabergs","1",5,"14","9","5","12","2","96","100","90","100","75"
1025602,"SWE","HELDIN Johanna","HELDIN J","Johanna","Heldin","A",5,"0","0","0","0","0","-","-","-","-","-"
721915,"GBR","MUIRHEAD Eve","MUIRHEAD E","Eve","Muirhead","4-S",5,"14","7","7","5","9","89","82","96","95","86"
1149957,"GBR","DODDS Jennifer","DODDS J","Jennifer","Dodds","2",5,"14","7","7","7","7","79","79","79","68","89"
1149972,"GBR","WRIGHT Vicky","WRIGHT V","Vicky","Wright","3-V",5,"14","5","9","7","7","84","75","89","93","75"
1475577,"GBR","SMITH Mili","SMITH M","Mili","Smith","A",5,"0","0","0","0","0","-","-","-","-","-"
1776691,"GBR","DUFF Hailey","DUFF H","Hailey","Duff","1",5,"14","5","9","11","3","84","90","81","80","100"
