"Sport.n_ID","Sport.n_TypeID","Sport.c_Name","Sport.c_Short","Sport.c_ParticipatingNOCIDList","DateList.n_DateLocal","DateList.b_LiveWindowDate","c_TimeFirstEventLocal","c_TimeFirstEventUTC","c_TimeLastEventLocal","c_TimeLastEventUTC","b_TimeUnknown","b_Scheduled","b_MatchupComplete","b_MatchupPartial","b_StartList","b_InProgress","b_Finished","b_LiveWindow","b_Delayed","b_Postponed","b_Cancelled","b_Rescheduled","n_EventMatchID","n_MatchID","c_Match","n_MatchNr","n_MatchLevel","b_KnockoutMatch","n_ContainerMatchID","c_ContainerMatch","n_NavigationMatchID","Match","c_ParticipatingNOCIDList","c_ScheduleStatus","c_ODF_ScheduleStatus","c_RSCCode","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","Sport.n_ID","Sport.n_TypeID","Sport.c_Name","Sport.c_Short","GenderEvent.n_ID","GenderEvent.c_Name","GenderEvent.c_Short","Event.n_ID","Event.n_TypeID","Event.c_Name","Event.c_Short","Event.n_Sort","Gender.n_ID","Gender.c_Name","Gender.c_Short","DateTimes.Start.c_Local","DateTimes.Start.d_Local","DateTimes.Start.n_Local","DateTimes.Start.c_UTC","DateTimes.Start.d_UTC","DateTimes.Start.n_UTC","DateTimes.End.c_Local","DateTimes.End.d_Local","DateTimes.End.n_Local","DateTimes.End.c_UTC","DateTimes.End.d_UTC","DateTimes.End.n_UTC","Venue.n_ID","Venue.c_Name","Venue.c_Short","Location.n_ID","Location.c_Name","Location.c_Short","Country.n_ID","Country.c_Name","Country.c_Short","MedalsToBeAwarded.b_Gold","MedalsToBeAwarded.b_Silver","MedalsToBeAwarded.b_Bronze"
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220207,FALSE,"2022-02-07T09:30:00","2022-02-07T01:30:00","2022-02-07T09:30:00","2022-02-07T01:30:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969869,2411505,"Run 1",1,31,FALSE,1969869,"Giant Slalom",2411505,NA,";1;2;3;5;6;8;10;13;14;17;18;19;24;26;28;29;30;33;78;89;90;101;106;144;145;148;149;150;151;153;154;156;158;159;161;163;164;171;174;175;211;219;220;226;232;271;3679;6913;23062;","Finished","FINISHED","ALPWGS----------------FNL-000100--",NA,NA,3,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-1",115,3,"Alpine Skiing","ALP",7974,"Women's Giant Slalom","Women's Giant Slalom",9663,1,"Giant Slalom","GS",NA,2,"Women","W","2022-02-07T09:30:00","/Date(1644226200000+0000)/",20220207,"2022-02-07T01:30:00","/Date(1644197400000+0000)/",20220207,"2022-02-07T11:10:00","/Date(1644232200000+0000)/",20220207,"2022-02-07T03:10:00","/Date(1644203400000+0000)/",20220207,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",FALSE,FALSE,FALSE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220207,FALSE,"2022-02-07T12:00:00","2022-02-07T04:00:00","2022-02-07T12:00:00","2022-02-07T04:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969862,1969862,NA,NA,NA,FALSE,1969862,"Downhill",1969862,NA,";2;5;6;13;19;22;25;26;29;30;107;144;145;149;151;153;159;167;219;6913;","Finished","FINISHED","ALPMDH----------------FNL-000102--",NA,NA,11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",115,3,"Alpine Skiing","ALP",2685,"Men's Downhill","Men's Downhill",9662,1,"Downhill","DH",NA,1,"Men","M","2022-02-07T12:00:00","/Date(1644235200000+0000)/",20220207,"2022-02-07T04:00:00","/Date(1644206400000+0000)/",20220207,"2022-02-07T14:19:00","/Date(1644243540000+0000)/",20220207,"2022-02-07T06:19:00","/Date(1644214740000+0000)/",20220207,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",TRUE,TRUE,TRUE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220207,FALSE,"2022-02-07T14:45:00","2022-02-07T06:45:00","2022-02-07T14:45:00","2022-02-07T06:45:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969869,2411506,"Run 2",2,2,FALSE,1969869,"Giant Slalom",2411506,NA,";2;5;6;8;10;13;14;18;24;26;29;30;33;89;90;106;144;145;148;149;150;151;153;154;156;158;163;164;174;175;211;219;220;232;271;6913;23062;","Finished","FINISHED","ALPWGS----------------FNL-000200--",NA,NA,7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",115,3,"Alpine Skiing","ALP",7974,"Women's Giant Slalom","Women's Giant Slalom",9663,1,"Giant Slalom","GS",NA,2,"Women","W","2022-02-07T14:45:00","/Date(1644245100000+0000)/",20220207,"2022-02-07T06:45:00","/Date(1644216300000+0000)/",20220207,"2022-02-07T16:24:00","/Date(1644251040000+0000)/",20220207,"2022-02-07T08:24:00","/Date(1644222240000+0000)/",20220207,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",TRUE,TRUE,TRUE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220208,FALSE,"2022-02-08T11:00:00","2022-02-08T03:00:00","2022-02-08T11:00:00","2022-02-08T03:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969865,1969865,NA,NA,NA,FALSE,1969865,"Super G",1969865,NA,";2;5;6;13;17;19;22;25;26;29;30;107;144;145;149;151;153;155;159;167;219;","Finished","FINISHED","ALPMSG----------------FNL-000100--",NA,NA,12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",115,3,"Alpine Skiing","ALP",1562,"Men's Super-G","Men's Super-G",9666,1,"Super-G","SG",NA,1,"Men","M","2022-02-08T11:00:00","/Date(1644318000000+0000)/",20220208,"2022-02-08T03:00:00","/Date(1644289200000+0000)/",20220208,"2022-02-08T13:14:00","/Date(1644326040000+0000)/",20220208,"2022-02-08T05:14:00","/Date(1644297240000+0000)/",20220208,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",TRUE,TRUE,TRUE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220209,FALSE,"2022-02-09T10:15:00","2022-02-09T02:15:00","2022-02-09T10:15:00","2022-02-09T02:15:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969868,2411515,"Run 1",1,31,FALSE,1969868,"Slalom",2411515,NA,";2;3;5;6;7;8;9;10;13;14;17;18;19;24;26;28;29;30;31;33;38;78;87;89;90;101;103;106;144;148;149;150;151;153;154;157;159;160;161;163;164;171;174;175;211;219;226;232;271;3679;23062;","Finished","FINISHED","ALPWSL----------------FNL-000100--",NA,NA,4,"https://stream.nbcolympics.com/alpine-skiing-slalom-womens-run-1",115,3,"Alpine Skiing","ALP",6409,"Women's Slalom","Women's Slalom",9665,1,"Slalom","SL",NA,2,"Women","W","2022-02-09T10:15:00","/Date(1644401700000+0000)/",20220209,"2022-02-09T02:15:00","/Date(1644372900000+0000)/",20220209,"2022-02-09T11:50:00","/Date(1644407400000+0000)/",20220209,"2022-02-09T03:50:00","/Date(1644378600000+0000)/",20220209,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",FALSE,FALSE,FALSE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220209,FALSE,"2022-02-09T13:45:00","2022-02-09T05:45:00","2022-02-09T13:45:00","2022-02-09T05:45:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969868,2411516,"Run 2",2,2,FALSE,1969868,"Slalom",2411516,NA,";2;5;6;9;10;14;17;18;19;26;28;29;30;31;33;78;87;89;90;103;106;144;148;149;151;153;154;159;161;163;174;211;226;271;23062;","Finished","FINISHED","ALPWSL----------------FNL-000200--",NA,NA,8,"https://stream.nbcolympics.com/alpine-skiing-slalom-womens-run-2",115,3,"Alpine Skiing","ALP",6409,"Women's Slalom","Women's Slalom",9665,1,"Slalom","SL",NA,2,"Women","W","2022-02-09T13:45:00","/Date(1644414300000+0000)/",20220209,"2022-02-09T05:45:00","/Date(1644385500000+0000)/",20220209,"2022-02-09T15:29:00","/Date(1644420540000+0000)/",20220209,"2022-02-09T07:29:00","/Date(1644391740000+0000)/",20220209,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",TRUE,TRUE,TRUE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220210,FALSE,"2022-02-10T10:30:00","2022-02-10T02:30:00","2022-02-10T10:30:00","2022-02-10T02:30:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969861,2411526,"Downhill",1,31,FALSE,1969861,"Alpine Combined",2411526,NA,";2;6;13;17;19;22;26;29;30;144;149;151;153;159;167;219;6913;","Finished","FINISHED","ALPMAC----------------FNL-0001DH--",NA,NA,9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",115,3,"Alpine Skiing","ALP",3861,"Men's Combined","Men's Combined",11560,1,"Combined","AC",NA,1,"Men","M","2022-02-10T10:30:00","/Date(1644489000000+0000)/",20220210,"2022-02-10T02:30:00","/Date(1644460200000+0000)/",20220210,"2022-02-10T12:45:00","/Date(1644497100000+0000)/",20220210,"2022-02-10T04:45:00","/Date(1644468300000+0000)/",20220210,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",FALSE,FALSE,FALSE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220210,FALSE,"2022-02-10T14:15:00","2022-02-10T06:15:00","2022-02-10T14:15:00","2022-02-10T06:15:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969861,2411525,"Slalom",2,2,FALSE,1969861,"Alpine Combined",2411525,NA,";2;6;13;17;19;22;26;29;144;149;151;153;159;167;219;6913;","Finished","FINISHED","ALPMAC----------------FNL-0001SL--",NA,NA,10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",115,3,"Alpine Skiing","ALP",3861,"Men's Combined","Men's Combined",11560,1,"Combined","AC",NA,1,"Men","M","2022-02-10T14:15:00","/Date(1644502500000+0000)/",20220210,"2022-02-10T06:15:00","/Date(1644473700000+0000)/",20220210,"2022-02-10T15:59:00","/Date(1644508740000+0000)/",20220210,"2022-02-10T07:59:00","/Date(1644479940000+0000)/",20220210,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",TRUE,TRUE,TRUE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220211,FALSE,"2022-02-11T11:00:00","2022-02-11T03:00:00","2022-02-11T11:00:00","2022-02-11T03:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969870,1969870,NA,NA,NA,FALSE,1969870,"Super G",1969870,NA,";2;5;6;13;14;17;19;24;26;29;30;78;144;149;150;151;153;155;156;157;158;159;226;23062;","Finished","FINISHED","ALPWSG----------------FNL-000100--",NA,NA,13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",115,3,"Alpine Skiing","ALP",3065,"Women's Super-G","Women's Super-G",9666,1,"Super-G","SG",NA,2,"Women","W","2022-02-11T11:00:00","/Date(1644577200000+0000)/",20220211,"2022-02-11T03:00:00","/Date(1644548400000+0000)/",20220211,"2022-02-11T13:09:00","/Date(1644584940000+0000)/",20220211,"2022-02-11T05:09:00","/Date(1644556140000+0000)/",20220211,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",TRUE,TRUE,TRUE
115,3,"Alpine Skiing","ALP","0;1;2;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;22;24;25;26;28;29;30;31;33;38;74;78;80;83;87;89;90;98;101;103;106;107;124;130;144;145;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;167;171;172;174;175;181;210;211;213;219;220;224;226;227;232;236;248;271;277;3679;6913;23062",20220213,FALSE,"2022-02-13T10:15:00","2022-02-13T02:15:00","2022-02-13T10:15:00","2022-02-13T02:15:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1969864,2411535,"Run 1",1,31,FALSE,1969864,"Giant Slalom",2411535,NA,";1;2;3;5;6;7;8;9;10;12;14;15;16;17;19;24;26;28;29;30;33;38;74;78;80;83;89;90;98;101;106;130;144;147;148;149;150;151;153;154;155;156;157;159;160;161;163;164;171;172;175;181;210;213;224;227;248;271;277;3679;6913;23062;","Finished","FINISHED","ALPMGS----------------FNL-000100--",NA,NA,5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",115,3,"Alpine Skiing","ALP",4332,"Men's Giant Slalom","Men's Giant Slalom",9663,1,"Giant Slalom","GS",NA,1,"Men","M","2022-02-13T10:15:00","/Date(1644747300000+0000)/",20220213,"2022-02-13T02:15:00","/Date(1644718500000+0000)/",20220213,"2022-02-13T12:15:00","/Date(1644754500000+0000)/",20220213,"2022-02-13T04:15:00","/Date(1644725700000+0000)/",20220213,73851,"Yanqing Alpine Skiing Centre",NA,53887,"Yanqing",NA,2770,"China","CHN",FALSE,FALSE,FALSE
