"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"15","Miro","Aaltonen","FIN","F",1,0,0,0,1,1,0,"15:03",0,0,1.1
"12","Marko","Anttila","FIN","F",1,0,0,0,1,3,0,"14:15",0,0,1.3
"24","Hannes","Björninen","FIN","F",0,1,1,0,1,1,0,"14:29",7,9,0.78
"51","Valtteri","Filppula","FIN","F",0,1,1,0,1,0,0,"16:05",12,6,1.56
"60","Markus","Granlund","FIN","F",0,0,0,0,0,0,0,"14:54",0,0,0
"70","Teemu","Hartikainen","FIN","F",1,0,0,0,1,2,0,"14:29",0,0,1.2
"71","Leo","Komarov","FIN","F",0,0,0,0,0,0,0,"12:48",1,2,-0.11
"80","Saku","Mäenalanen","FIN","F",0,0,0,0,0,0,0,"11:29",0,0,0
"65","Sakari","Manninen","FIN","F",0,1,0,1,1,0,0,"15:41",7,9,0.44
"28","Joonas","Nättinen","FIN","F",0,1,0,1,1,3,0,"13:21",1,1,0.96
"81","Iiro","Pakarinen","FIN","F",1,0,0,0,1,1,0,"15:56",0,1,0.99
"82","Harri","Pesonen","FIN","F",0,1,0,1,1,4,2,"17:31",0,0,0.76
"3","Niklas","Friman","FIN","D",0,1,1,0,1,1,0,"11:11",0,0,1
"38","Juuso","Hietanen","FIN","D",0,1,1,0,1,1,0,"13:04",0,0,1
"13","Valtteri","Kemiläinen","FIN","D",0,0,0,0,0,1,0,"15:33",0,0,0.1
"4","Mikko","Lehtonen","FIN","D",1,0,0,0,1,2,2,"15:12",0,0,0.9
"40","Petteri","Lindbohm","FIN","D",0,0,0,0,0,0,0,"16:31",0,0,0
"55","Atte","Ohtamaa","FIN","D",0,0,0,0,0,2,0,"15:36",0,0,0.2
"2","Ville","Pokka","FIN","D",0,0,0,0,0,0,0,"15:10",0,0,0
"42","Sami","Vatanen","FIN","D",0,0,0,0,0,1,0,"15:40",0,0,0.1
"45","Juho","Olkinuora","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"29","Harri","Säteri","FIN","G",0,0,0,0,0,0,0,"60:00",0,0,0
"10","Andres","Ambühl","SUI","F",1,0,0,0,1,4,0,"17:05",0,0,1.4
"85","Sven","Andrighetto","SUI","F",0,0,0,0,0,0,0,"14:37",0,3,-0.33
"88","Christoph","Bertschy","SUI","F",0,0,0,0,0,3,0,"10:21",3,4,0.19
"71","Enzo","Corvi","SUI","F",0,1,1,0,1,0,0,"15:50",11,5,1.56
"92","Gaëtan","Haas","SUI","F",0,1,0,1,1,2,0,"16:10",8,7,0.97
"61","Fabrice","Herzog","SUI","F",0,0,0,0,0,2,2,"19:28",0,0,-0.1
"15","Gregory","Hofmann","SUI","F",0,0,0,0,0,3,0,"15:09",0,0,0.3
"70","Denis","Hollenstein","SUI","F",0,0,0,0,0,2,2,"7:40",0,0,-0.1
"62","Denis","Malgin","SUI","F",0,0,0,0,0,4,0,"19:23",4,7,0.07
"82","Simon","Moser","SUI","F",0,0,0,0,0,0,0,"13:53",0,0,0
"87","Killian","Mottet","SUI","F",0,0,0,0,0,0,0,"9:15",0,0,0
"59","Dario","Simion","SUI","F",0,0,0,0,0,0,0,"5:56",0,0,0
"79","Calvin","Thürkauf","SUI","F",0,0,0,0,0,4,0,"17:00",2,2,0.4
"2","Santeri","Alatalo","SUI","D",0,0,0,0,0,3,0,"16:48",0,0,0.3
"16","Raphael","Diaz","SUI","D",0,0,0,0,0,0,0,"19:29",0,0,0
"45","Michael","Fora","SUI","D",0,0,0,0,0,3,0,"16:37",0,0,0.3
"38","Lukas","Frick","SUI","D",0,0,0,0,0,0,0,"7:31",0,0,0
"55","Romain","Loeffel","SUI","D",0,0,0,0,0,2,0,"18:22",0,0,0.2
"25","Mirco","Müller","SUI","D",0,0,0,0,0,0,0,"18:02",0,0,0
"6","Yannick","Weber","SUI","D",0,0,0,0,0,2,0,"18:03",0,0,0.2
"20","Reto","Berra","SUI","G",0,0,0,0,0,0,0,"23:36",0,0,0
"63","Leonardo","Genoni","SUI","G",0,0,0,0,0,0,0,"34:45",0,0,0
