"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"21","Polina","Bolgareva","ROC","F",0,0,0,0,0,0,0,"16:14",0,1,-0.11
"42","Oxana","Bratisheva","ROC","F",0,0,0,0,0,0,0,"14:18",3,6,-0.33
"26","Yekaterina","Dobrodeyeva","ROC","F",0,0,0,0,0,0,2,"18:36",1,0,-0.19
"79","Landysh","Falyakhova","ROC","F",0,0,0,0,0,0,0,"16:16",0,1,-0.11
"17","Fanuza","Kadirova","ROC","F",0,0,0,0,0,0,2,"10:13",0,0,-0.3
"27","Veronika","Korzhakova","ROC","F",0,0,0,0,0,0,2,"15:19",8,12,-0.74
"87","Polina","Luchnikova","ROC","F",0,0,0,0,0,0,0,"11:31",0,0,0
"15","Valeria","Pavlova","ROC","F",0,0,0,0,0,5,2,"16:44",0,1,0.09
"97","Anna","Shokhina","ROC","F",1,0,0,0,1,4,0,"19:19",2,3,1.29
"29","Alexandra","Vafina","ROC","F",0,1,1,0,1,1,2,"17:03",7,7,0.7
"22","Maria","Batalova","ROC","D",0,0,0,0,0,0,0,"11:24",2,7,-0.55
"12","Maria","Pechnikova","ROC","D",0,0,0,0,0,0,2,"19:00",0,0,-0.3
"13","Nina","Pirogova","ROC","D",0,0,0,0,0,1,0,"25:08",0,0,0.1
"19","Yelena","Provorova","ROC","D",0,0,0,0,0,0,0,"14:28",0,0,0
"72","Anna","Savonina","ROC","D",0,0,0,0,0,0,2,"26:43",0,0,-0.3
"70","Anna","Shibanova","ROC","D",0,0,0,0,0,1,0,"15:19",0,0,0.1
"4","Iuliia","Smirnova","ROC","D",0,0,0,0,0,0,0,"17:53",0,0,0
"23","Daria","Gredzen","ROC","G",0,0,0,0,0,0,0,"31:06",0,0,0
"69","Maria","Sorokina","ROC","G",0,0,0,0,0,0,0,"28:54",0,0,0
"26","Emily","Clark","CAN","F",0,0,0,0,0,0,0,"0:00",0,0,0
"10","Sarah","Fillier","CAN","F",1,0,0,0,1,2,0,"15:42",5,5,1.2
"19","Brianne","Jenner","CAN","F",0,2,2,0,2,5,0,"22:39",6,3,2.63
"6","Rebecca","Johnston","CAN","F",1,1,1,0,2,6,0,"17:06",0,0,2.5
"27","Emma","Maltais","CAN","F",0,0,0,0,0,0,2,"8:22",7,3,0.14
"20","Sarah","Nurse","CAN","F",1,1,0,1,2,4,0,"19:39",4,1,2.39
"29","Marie-Philip","Poulin","CAN","F",1,1,0,1,2,4,0,"22:44",8,6,2.28
"47","Jamie Lee","Rattray","CAN","F",1,1,0,1,2,4,0,"17:19",0,0,2.06
"11","Jill","Saulnier","CAN","F",0,0,0,0,0,0,0,"9:09",0,0,0
"24","Natalie","Spooner","CAN","F",0,1,1,0,1,4,0,"16:01",0,1,1.19
"7","Laura","Stacey","CAN","F",0,1,0,1,1,2,2,"16:09",0,0,0.56
"40","Blayre","Turnbull","CAN","F",0,0,0,0,0,2,0,"13:22",8,4,0.64
"23","Erin","Ambrose","CAN","D",1,1,0,1,2,4,0,"22:05",0,0,2.06
"21","Ashton","Bell","CAN","D",0,0,0,0,0,1,0,"11:57",0,0,0.1
"14","Renata","Fast","CAN","D",0,1,1,0,1,1,0,"17:15",0,0,1
"28","Micah","Hart","CAN","D",0,0,0,0,0,4,0,"15:46",0,0,0.4
"3","Jocelyne","Larocque","CAN","D",0,0,0,0,0,5,2,"18:13",0,0,0.2
"17","Ella","Shelton","CAN","D",0,0,0,0,0,0,0,"10:32",0,0,0
"42","Claire","Thompson","CAN","D",0,0,0,0,0,1,0,"18:27",0,0,0.1
"35","Ann-Renée","Desbiens","CAN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"38","Emerance","Maschmeyer","CAN","G",0,0,0,0,0,0,0,"60:00",0,0,0
