"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"20","Hannah","Brandt","USA","F",0,2,1,1,2,3,0,"19:55",10,6,2.3
"24","Dani","Cameranesi","USA","F",0,0,0,0,0,3,5,"12:18",0,0,-0.45
"25","Alex","Carpenter","USA","F",0,0,0,0,0,8,0,"14:20",4,2,1.02
"18","Jesse","Compher","USA","F",0,0,0,0,0,0,0,"12:32",4,1,0.33
"26","Kendall","Coyne Schofield","USA","F",1,1,1,0,2,11,0,"21:06",0,0,3
"28","Amanda","Kessel","USA","F",0,0,0,0,0,4,0,"14:25",0,0,0.4
"21","Hilary","Knight","USA","F",1,1,0,1,2,5,0,"21:49",0,0,2.16
"37","Abbey","Murphy","USA","F",0,0,0,0,0,2,4,"10:22",0,0,-0.4
"12","Kelly","Pannek","USA","F",0,1,1,0,1,0,2,"11:51",4,4,0.6
"11","Abby","Roque","USA","F",0,0,0,0,0,2,0,"19:29",7,7,0.2
"16","Hayley","Scamurra","USA","F",0,0,0,0,0,0,0,"7:21",0,0,0
"13","Grace","Zumwinkle","USA","F",0,0,0,0,0,3,0,"7:40",0,0,0.3
"3","Cayla","Barnes","USA","D",0,0,0,0,0,3,0,"24:43",0,0,0.3
"9","Megan","Bozek","USA","D",0,0,0,0,0,1,0,"10:09",0,0,0.1
"19","Jincy","Dunne","USA","D",0,0,0,0,0,0,0,"0:00",0,0,0
"15","Savannah","Harmon","USA","D",1,0,0,0,1,3,0,"23:51",0,0,1.3
"4","Caroline","Harvey","USA","D",0,0,0,0,0,0,0,"0:00",0,0,0
"5","Megan","Keller","USA","D",0,2,1,1,2,8,0,"28:43",0,0,2.36
"2","Lee","Stecklein","USA","D",1,0,0,0,1,3,0,"27:44",0,0,1.3
"33","Alex","Cavallini","USA","G",0,0,0,0,0,0,0,"60:00",0,0,0
"35","Madeline","Rooney","USA","G",0,0,0,0,0,0,0,"0:00",0,0,0
"23","Katerina","Bukolská","CZE","F",0,0,0,0,0,0,0,"8:05",0,0,0
"10","Denisa","Krížová","CZE","F",0,1,0,1,1,0,2,"18:49",0,1,0.25
"9","Alena","Mills","CZE","F",0,0,0,0,0,1,0,"20:15",3,5,-0.12
"19","Natálie","Mlýnková","CZE","F",0,0,0,0,0,0,0,"15:45",1,0,0.11
"16","Katerina","Mrázová","CZE","F",0,0,0,0,0,0,0,"15:16",5,10,-0.55
"28","Noemi","Neubauerová","CZE","F",0,0,0,0,0,1,0,"14:57",0,1,-0.01
"25","Kristýna","Pátková","CZE","F",0,0,0,0,0,0,0,"6:39",0,0,0
"18","Michaela","Pejzlová","CZE","F",1,0,0,0,1,1,0,"18:44",7,11,0.66
"26","Vendula","Pribylová","CZE","F",0,0,0,0,0,1,0,"12:13",1,0,0.21
"7","Lenka","Serdar","CZE","F",0,0,0,0,0,0,2,"7:57",2,1,-0.19
"21","Tereza","Vanišová","CZE","F",0,1,1,0,1,1,0,"19:14",1,0,1.11
"24","Sára","Cajanová","CZE","D",0,0,0,0,0,0,0,"18:33",0,0,0
"17","Pavlína","Horálková","CZE","D",0,0,0,0,0,0,0,"14:49",0,0,0
"5","Samantha","Kolowratová","CZE","D",0,0,0,0,0,0,0,"16:24",0,0,0
"14","Dominika","Lásková","CZE","D",0,0,0,0,0,0,2,"21:45",0,0,-0.3
"4","Daniela","Pejšová","CZE","D",0,0,0,0,0,1,0,"22:37",0,0,0.1
"27","Tereza","Radová","CZE","D",0,0,0,0,0,0,2,"12:36",0,0,-0.3
"2","Aneta","Tejralová","CZE","D",0,0,0,0,0,0,0,"23:51",0,0,0
"29","Klára","Peslarová","CZE","G",0,0,0,0,0,0,0,"59:12",0,0,0
"30","Katerina","Zechovská","CZE","G",0,0,0,0,0,0,0,"0:00",0,0,0
