"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"15","Miro","Aaltonen","FIN","F",0,0,0,0,0,2,0,"15:15",0,0,0.2
"12","Marko","Anttila","FIN","F",0,1,1,0,1,2,0,"14:10",0,0,1.1
"24","Hannes","Björninen","FIN","F",1,1,1,0,2,3,2,"12:22",14,3,3.11
"51","Valtteri","Filppula","FIN","F",0,0,0,0,0,2,0,"18:20",6,6,0.2
"60","Markus","Granlund","FIN","F",0,0,0,0,0,3,0,"15:43",0,0,0.3
"70","Teemu","Hartikainen","FIN","F",0,0,0,0,0,1,0,"17:09",0,0,0.1
"71","Leo","Komarov","FIN","F",0,0,0,0,0,1,0,"12:41",0,1,-0.01
"80","Saku","Mäenalanen","FIN","F",0,0,0,0,0,2,0,"13:34",0,0,0.2
"65","Sakari","Manninen","FIN","F",0,0,0,0,0,2,0,"16:06",7,8,0.09
"28","Joonas","Nättinen","FIN","F",0,0,0,0,0,0,0,"13:02",2,5,-0.33
"81","Iiro","Pakarinen","FIN","F",0,0,0,0,0,2,0,"15:49",4,4,0.2
"82","Harri","Pesonen","FIN","F",0,0,0,0,0,3,0,"16:52",0,0,0.3
"3","Niklas","Friman","FIN","D",0,0,0,0,0,1,0,"10:21",0,0,0.1
"38","Juuso","Hietanen","FIN","D",0,0,0,0,0,1,0,"13:51",0,0,0.1
"13","Valtteri","Kemiläinen","FIN","D",0,0,0,0,0,2,0,"16:36",0,0,0.2
"4","Mikko","Lehtonen","FIN","D",0,0,0,0,0,2,0,"15:23",0,0,0.2
"40","Petteri","Lindbohm","FIN","D",0,0,0,0,0,0,0,"16:22",0,0,0
"55","Atte","Ohtamaa","FIN","D",0,2,0,2,2,1,0,"14:14",0,0,1.42
"2","Ville","Pokka","FIN","D",1,0,0,0,1,1,0,"13:58",0,0,1.1
"42","Sami","Vatanen","FIN","D",0,0,0,0,0,0,0,"17:30",0,0,0
"45","Juho","Olkinuora","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"29","Harri","Säteri","FIN","G",0,0,0,0,0,0,0,"60:00",0,0,0
"11","Sergei","Andronov","ROC","F",0,0,0,0,0,0,2,"11:05",6,7,-0.41
"76","Andrei","Chibisov","ROC","F",0,0,0,0,0,3,0,"11:16",0,0,0.3
"25","Mikhail","Grigorenko","ROC","F",1,0,0,0,1,3,0,"13:48",0,0,1.3
"81","Arseny","Gritsyuk","ROC","F",0,0,0,0,0,2,0,"10:53",0,0,0.2
"97","Nikita","Gusev","ROC","F",0,1,0,1,1,1,0,"11:45",0,0,0.76
"15","Pavel","Karnaukhov","ROC","F",0,0,0,0,0,0,0,"15:56",7,7,0
"24","Artur","Kayumov","ROC","F",0,0,0,0,0,0,0,"4:42",0,0,0
"16","Sergei","Plotnikov","ROC","F",0,0,0,0,0,1,0,"13:27",0,0,0.1
"94","Kirill","Semyonov","ROC","F",0,0,0,0,0,1,2,"18:15",3,7,-0.64
"87","Vadim","Shipachyov","ROC","F",0,0,0,0,0,0,0,"18:04",6,8,-0.22
"58","Anton","Slepyshev","ROC","F",0,0,0,0,0,1,0,"13:43",0,0,0.1
"55","Vladimir","Tkachyov","ROC","F",0,0,0,0,0,0,0,"14:27",5,3,0.22
"10","Dmitry","Voronkov","ROC","F",0,0,0,0,0,0,0,"16:54",0,1,-0.11
"89","Nikita","Nesterov","ROC","D",0,1,1,0,1,1,0,"19:28",0,0,1
"57","Alexander","Nikishin","ROC","D",0,0,0,0,0,1,0,"19:04",0,0,0.1
"43","Damir","Sharipzyanov","ROC","D",0,0,0,0,0,0,2,"11:06",0,0,-0.3
"7","Sergei","Telegin","ROC","D",0,0,0,0,0,1,0,"10:15",0,0,0.1
"27","Vyacheslav","Voynov","ROC","D",0,0,0,0,0,1,0,"19:28",0,0,0.1
"44","Yegor","Yakovlev","ROC","D",0,0,0,0,0,0,0,"21:36",0,0,0
"4","Alexander","Yelesin","ROC","D",0,0,0,0,0,1,0,"18:50",0,0,0.1
"82","Timur","Bilyalov","ROC","G",0,0,0,0,0,0,0,"0:00",0,0,0
"28","Ivan","Fedotov","ROC","G",0,0,0,0,0,0,0,"59:05",0,0,0
