"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"26","Emily","Clark","CAN","F",0,0,0,0,0,2,0,"15:56",0,0,0.2
"15","Mélodie","Daoust","CAN","F",0,0,0,0,0,4,0,"6:53",1,0,0.51
"10","Sarah","Fillier","CAN","F",2,1,1,0,3,10,0,"13:18",7,3,4.34
"19","Brianne","Jenner","CAN","F",0,0,0,0,0,5,0,"18:06",6,0,1.16
"6","Rebecca","Johnston","CAN","F",1,3,1,2,4,6,0,"13:30",0,0,3.82
"27","Emma","Maltais","CAN","F",0,0,0,0,0,2,0,"10:27",2,6,-0.24
"20","Sarah","Nurse","CAN","F",0,2,2,0,2,2,2,"12:36",2,2,1.7
"29","Marie-Philip","Poulin","CAN","F",0,1,1,0,1,4,0,"18:25",8,7,1.41
"47","Jamie Lee","Rattray","CAN","F",0,1,1,0,1,3,0,"9:05",0,0,1.2
"11","Jill","Saulnier","CAN","F",0,0,0,0,0,0,0,"12:15",0,3,-0.33
"24","Natalie","Spooner","CAN","F",2,3,2,1,5,6,0,"13:22",0,0,5.06
"7","Laura","Stacey","CAN","F",2,0,0,0,2,5,0,"13:35",0,0,2.5
"40","Blayre","Turnbull","CAN","F",2,2,1,1,4,7,2,"13:29",2,17,2.31
"23","Erin","Ambrose","CAN","D",1,1,0,1,2,1,2,"20:59",0,0,1.46
"21","Ashton","Bell","CAN","D",1,1,1,0,2,2,0,"12:35",0,0,2.1
"14","Renata","Fast","CAN","D",0,0,0,0,0,2,2,"18:12",0,0,-0.1
"28","Micah","Hart","CAN","D",0,0,0,0,0,2,4,"16:41",0,0,-0.4
"3","Jocelyne","Larocque","CAN","D",0,0,0,0,0,1,2,"17:40",0,0,-0.2
"17","Ella","Shelton","CAN","D",0,1,1,0,1,3,0,"11:36",0,0,1.2
"42","Claire","Thompson","CAN","D",1,4,2,2,5,3,0,"17:13",0,0,4.42
"35","Ann-Renée","Desbiens","CAN","G",0,0,0,0,0,0,0,"60:00",0,0,0
"38","Emerance","Maschmeyer","CAN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"21","Rahel","Enzler","SUI","F",0,0,0,0,0,1,0,"14:48",0,0,0.1
"71","Lena-Marie","Lutz","SUI","F",0,0,0,0,0,0,0,"11:19",0,0,0
"98","Keely","Moy","SUI","F",0,0,0,0,0,1,4,"20:45",1,0,-0.39
"25","Alina","Müller","SUI","F",0,0,0,0,0,3,0,"21:57",18,10,1.18
"8","Kaleigh","Quennec","SUI","F",0,0,0,0,0,0,0,"5:58",0,0,0
"14","Evelina","Raselli","SUI","F",0,0,0,0,0,0,0,"17:54",9,9,0
"12","Lisa","Rüedi","SUI","F",0,0,0,0,0,0,0,"8:56",2,4,-0.22
"26","Dominique","Rüegg","SUI","F",0,0,0,0,0,1,0,"13:26",0,0,0.1
"24","Noemi","Ryhner","SUI","F",0,0,0,0,0,2,0,"17:04",0,0,0.2
"88","Phoebe","Staenz","SUI","F",0,0,0,0,0,1,0,"19:22",8,5,0.43
"7","Lara","Stalder","SUI","F",1,0,0,0,1,4,0,"21:59",0,0,1.4
"15","Laura","Zimmermann","SUI","F",0,0,0,0,0,1,0,"8:13",0,0,0.1
"23","Nicole","Bullo","SUI","D",0,0,0,0,0,0,0,"14:36",0,0,0
"17","Lara","Christen","SUI","D",0,1,1,0,1,0,0,"21:17",0,0,0.9
"3","Sarah","Forster","SUI","D",0,0,0,0,0,0,2,"9:28",0,0,-0.3
"22","Sinja","Leemann","SUI","D",0,0,0,0,0,0,0,"13:59",0,0,0
"28","Alina","Marti","SUI","D",0,0,0,0,0,0,0,"10:35",0,0,0
"9","Shannon","Sigrist","SUI","D",0,0,0,0,0,0,0,"14:33",0,0,0
"16","Nicole","Vallario","SUI","D",0,0,0,0,0,1,0,"14:13",0,0,0.1
"18","Stefanie","Wetli","SUI","D",0,0,0,0,0,0,0,"12:06",0,0,0
"20","Andrea","Brändli","SUI","G",0,0,0,0,0,0,2,"60:00",0,0,-0.3
"29","Saskia","Maurer","SUI","G",0,0,0,0,0,0,0,"0:00",0,0,0
