"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"20","Hannah","Brandt","USA","F",0,1,1,0,1,3,0,"20:14",9,12,0.87
"24","Dani","Cameranesi","USA","F",0,0,0,0,0,1,2,"16:19",0,0,-0.2
"25","Alex","Carpenter","USA","F",0,1,1,0,1,3,0,"17:13",2,1,1.31
"18","Jesse","Compher","USA","F",0,0,0,0,0,2,2,"12:09",0,3,-0.43
"26","Kendall","Coyne Schofield","USA","F",0,1,0,1,1,4,0,"22:11",0,0,1.06
"28","Amanda","Kessel","USA","F",0,1,0,1,1,2,0,"15:26",0,0,0.86
"21","Hilary","Knight","USA","F",1,1,0,1,2,4,0,"22:50",0,0,2.06
"37","Abbey","Murphy","USA","F",0,0,0,0,0,1,0,"5:32",0,0,0.1
"12","Kelly","Pannek","USA","F",0,0,0,0,0,4,0,"11:56",3,10,-0.37
"11","Abby","Roque","USA","F",1,0,0,0,1,4,2,"19:40",11,9,1.32
"16","Hayley","Scamurra","USA","F",1,0,0,0,1,3,0,"5:56",0,0,1.3
"13","Grace","Zumwinkle","USA","F",0,0,0,0,0,4,0,"7:13",0,0,0.4
"3","Cayla","Barnes","USA","D",1,1,1,0,2,1,0,"21:57",0,0,2
"9","Megan","Bozek","USA","D",0,0,0,0,0,1,0,"15:01",0,0,0.1
"19","Jincy","Dunne","USA","D",0,0,0,0,0,0,0,"0:00",0,0,0
"15","Savannah","Harmon","USA","D",0,1,1,0,1,1,0,"25:22",0,0,1
"4","Caroline","Harvey","USA","D",0,0,0,0,0,0,0,"0:00",0,0,0
"5","Megan","Keller","USA","D",0,0,0,0,0,3,0,"27:18",0,0,0.3
"2","Lee","Stecklein","USA","D",0,0,0,0,0,1,0,"26:47",0,0,0.1
"33","Alex","Cavallini","USA","G",0,0,0,0,0,0,0,"60:00",0,0,0
"35","Madeline","Rooney","USA","G",0,0,0,0,0,0,0,"0:00",0,0,0
"23","Sanni","Hakala","FIN","F",0,0,0,0,0,0,0,"9:12",0,0,0
"10","Elisa","Holopainen","FIN","F",0,0,0,0,0,4,0,"17:13",0,0,0.4
"33","Michelle","Karvinen","FIN","F",0,1,1,0,1,5,0,"23:19",0,0,1.4
"27","Julia","Liikala","FIN","F",0,0,0,0,0,2,0,"8:02",0,0,0.2
"16","Petra","Nieminen","FIN","F",0,0,0,0,0,2,4,"19:42",1,1,-0.4
"61","Tanja","Niskanen","FIN","F",0,0,0,0,0,1,2,"9:12",8,4,0.24
"28","Jenniina","Nylund","FIN","F",0,0,0,0,0,0,0,"13:46",6,3,0.33
"34","Sofianna","Sundelin","FIN","F",0,0,0,0,0,2,0,"11:00",0,0,0.2
"77","Susanna","Tapani","FIN","F",1,0,0,0,1,1,0,"21:12",12,12,1.1
"40","Noora","Tulus","FIN","F",0,0,0,0,0,1,0,"18:49",6,3,0.43
"24","Viivi","Vainikka","FIN","F",0,0,0,0,0,1,0,"17:36",2,2,0.1
"12","Sanni","Vanhanen","FIN","F",0,0,0,0,0,0,0,"0:00",0,0,0
"32","Emilia","Vesa","FIN","F",0,0,0,0,0,0,0,"7:58",0,0,0
"6","Jenni","Hiirikoski","FIN","D",0,1,0,1,1,1,0,"28:16",0,0,0.76
"2","Sini","Karjalainen","FIN","D",0,0,0,0,0,0,0,"7:17",0,0,0
"9","Nelli","Laitinen","FIN","D",0,0,0,0,0,4,0,"17:14",0,0,0.4
"7","Sanni","Rantala","FIN","D",0,0,0,0,0,1,0,"17:28",0,0,0.1
"88","Ronja","Savolainen","FIN","D",0,0,0,0,0,0,0,"22:59",0,0,0
"15","Minnamari","Tuominen","FIN","D",0,0,0,0,0,1,0,"18:10",0,0,0.1
"8","Ella","Viitasuo","FIN","D",0,0,0,0,0,0,0,"8:34",0,0,0
"36","Anni","Keisala","FIN","G",0,0,0,0,0,0,0,"56:12",0,0,0
"18","Meeri","Räisänen","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
