"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"50","Mia","Bau Hansen","DEN","F",0,0,0,0,0,0,0,"11:20",0,0,0
"13","Michele","Brix Nielsen","DEN","F",0,0,0,0,0,0,0,"8:06",0,1,-0.11
"27","Lilli","Friis-Hansen","DEN","F",0,0,0,0,0,1,0,"9:00",0,0,0.1
"80","Julie","Funch Østergaard","DEN","F",0,0,0,0,0,1,0,"18:22",6,7,-0.01
"4","Silke","Glud","DEN","F",1,0,0,0,1,2,2,"17:22",0,0,0.9
"63","Josefine","Jakobsen","DEN","F",1,1,1,0,2,3,0,"26:27",7,9,1.98
"14","Nicoline","Jensen","DEN","F",0,1,0,1,1,1,0,"22:53",4,7,0.43
"23","Julie","Oksbjerg","DEN","F",0,0,0,0,0,1,0,"11:35",0,0,0.1
"8","Josefine","Persson","DEN","F",0,0,0,0,0,2,0,"23:12",0,0,0.2
"18","Maria","Peters","DEN","F",0,0,0,0,0,0,2,"4:04",0,0,-0.3
"68","Emma","Russell","DEN","F",0,0,0,0,0,1,0,"2:48",0,0,0.1
"17","Sofia","Skriver","DEN","F",0,0,0,0,0,0,0,"1:52",0,0,0
"21","Michelle","Weis","DEN","F",1,0,0,0,1,2,0,"23:06",3,4,1.09
"11","Amalie","Andersen","DEN","D",0,0,0,0,0,0,2,"17:00",0,0,-0.3
"19","Josephine","Asperup","DEN","D",0,0,0,0,0,2,2,"19:04",0,0,-0.1
"89","Malene","Frandsen","DEN","D",0,0,0,0,0,0,2,"18:46",0,0,-0.3
"87","Simone","Jacquet Thrysøe","DEN","D",0,0,0,0,0,0,0,"18:14",0,0,0
"2","Kristine","Melberg","DEN","D",0,0,0,0,0,1,0,"16:59",0,0,0.1
"15","Amanda","Refsgaard","DEN","D",0,0,0,0,0,0,0,"17:34",0,0,0
"22","Sofie","Skott","DEN","D",0,0,0,0,0,0,0,"0:00",0,0,0
"30","Lisa","Jensen","DEN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"72","Cassandra","Repstock-Romme","DEN","G",0,0,0,0,0,0,0,"60:00",0,0,0
"23","Katerina","Bukolská","CZE","F",0,0,0,0,0,0,0,"8:31",0,0,0
"12","Klára","Hymlárová","CZE","F",0,0,0,0,0,2,0,"14:29",1,1,0.2
"10","Denisa","Krížová","CZE","F",0,1,1,0,1,0,0,"14:11",0,0,0.9
"15","Aneta","Lédlová","CZE","F",0,0,0,0,0,3,0,"9:19",0,0,0.3
"9","Alena","Mills","CZE","F",0,0,0,0,0,2,0,"15:56",6,6,0.2
"19","Natálie","Mlýnková","CZE","F",0,0,0,0,0,1,0,"22:25",0,0,0.1
"16","Katerina","Mrázová","CZE","F",1,0,0,0,1,4,2,"19:13",10,5,1.65
"28","Noemi","Neubauerová","CZE","F",0,0,0,0,0,0,0,"10:27",2,1,0.11
"25","Kristýna","Pátková","CZE","F",0,0,0,0,0,0,0,"4:29",0,0,0
"18","Michaela","Pejzlová","CZE","F",0,0,0,0,0,2,0,"11:40",3,4,0.09
"26","Vendula","Pribylová","CZE","F",0,0,0,0,0,2,0,"13:56",0,1,0.09
"7","Lenka","Serdar","CZE","F",0,0,0,0,0,1,0,"8:20",4,2,0.32
"21","Tereza","Vanišová","CZE","F",0,1,0,1,1,2,0,"22:38",2,0,1.08
"24","Sára","Cajanová","CZE","D",0,0,0,0,0,0,0,"15:29",0,0,0
"17","Pavlína","Horálková","CZE","D",0,0,0,0,0,2,0,"19:15",0,0,0.2
"5","Samantha","Kolowratová","CZE","D",0,0,0,0,0,1,2,"13:17",0,0,-0.2
"14","Dominika","Lásková","CZE","D",0,0,0,0,0,2,0,"19:39",0,0,0.2
"4","Daniela","Pejšová","CZE","D",0,0,0,0,0,1,0,"21:55",0,0,0.1
"27","Tereza","Radová","CZE","D",0,1,1,0,1,0,2,"6:42",0,0,0.6
"2","Aneta","Tejralová","CZE","D",1,0,0,0,1,7,0,"21:39",0,0,1.7
"29","Klára","Peslarová","CZE","G",0,0,0,0,0,0,0,"17:51",0,0,0
"1","Viktorie","Švejdová","CZE","G",0,0,0,0,0,0,0,"40:49",0,0,0
