"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"10","Roman","Cervenka","CZE","F",0,0,0,0,0,2,0,"15:51",1,0,0.31
"67","Michael","Frolík","CZE","F",0,0,0,0,0,1,0,"2:31",0,0,0.1
"38","Tomáš","Hyka","CZE","F",0,0,0,0,0,1,0,"19:02",0,0,0.1
"43","Jan","Kovár","CZE","F",0,0,0,0,0,2,2,"16:42",7,5,0.12
"46","David","Krejcí","CZE","F",0,0,0,0,0,4,0,"22:02",19,10,1.39
"25","Radan","Lenc","CZE","F",0,0,0,0,0,0,0,"9:10",0,0,0
"26","Michal","Repík","CZE","F",0,0,0,0,0,1,0,"13:21",0,0,0.1
"45","Lukáš","Sedlák","CZE","F",0,0,0,0,0,4,2,"18:59",0,1,-0.01
"13","Jirí","Smejkal","CZE","F",1,0,0,0,1,3,0,"10:17",0,1,1.19
"17","Vladimír","Sobotka","CZE","F",0,0,0,0,0,1,2,"14:05",3,6,-0.53
"44","Matej","Stránský","CZE","F",0,0,0,0,0,2,0,"17:12",0,0,0.2
"20","Hynek","Zohorna","CZE","F",0,1,0,1,1,0,0,"10:45",0,0,0.66
"79","Tomáš","Zohorna","CZE","F",0,0,0,0,0,1,0,"10:28",4,8,-0.34
"5","Jakub","Jerábek","CZE","D",0,0,0,0,0,0,0,"19:44",0,0,0
"31","Lukáš","Klok","CZE","D",0,1,1,0,1,4,0,"23:13",0,0,1.3
"3","Ronald","Knot","CZE","D",0,0,0,0,0,5,0,"23:22",0,0,0.5
"84","Tomáš","Kundrátek","CZE","D",0,0,0,0,0,2,2,"18:37",0,0,-0.1
"65","Vojtech","Mozík","CZE","D",0,0,0,0,0,1,0,"17:11",0,0,0.1
"9","David","Sklenicka","CZE","D",0,0,0,0,0,0,0,"0:00",0,0,0
"88","Libor","Šulák","CZE","D",0,0,0,0,0,1,2,"19:51",0,0,-0.2
"32","Patrik","Bartošák","CZE","G",0,0,0,0,0,0,0,"0:00",0,0,0
"11","Šimon","Hrubec","CZE","G",0,0,0,0,0,0,0,"65:00",0,0,0
"10","Andres","Ambühl","SUI","F",0,0,0,0,0,2,0,"19:50",0,0,0.2
"85","Sven","Andrighetto","SUI","F",0,1,1,0,1,2,0,"18:07",0,2,0.88
"88","Christoph","Bertschy","SUI","F",0,0,0,0,0,0,0,"15:29",4,6,-0.22
"71","Enzo","Corvi","SUI","F",0,0,0,0,0,2,0,"21:35",11,7,0.64
"92","Gaëtan","Haas","SUI","F",1,0,0,0,1,3,0,"16:39",7,10,0.97
"61","Fabrice","Herzog","SUI","F",0,0,0,0,0,1,0,"15:11",0,0,0.1
"15","Gregory","Hofmann","SUI","F",0,0,0,0,0,4,0,"19:26",0,0,0.4
"70","Denis","Hollenstein","SUI","F",0,0,0,0,0,2,0,"15:03",0,0,0.2
"82","Simon","Moser","SUI","F",0,0,0,0,0,1,0,"10:14",0,0,0.1
"87","Killian","Mottet","SUI","F",0,0,0,0,0,2,0,"7:32",0,0,0.2
"79","Calvin","Thürkauf","SUI","F",0,0,0,0,0,2,0,"15:02",8,6,0.42
"83","Joël","Vermin","SUI","F",0,0,0,0,0,0,2,"13:42",1,3,-0.52
"2","Santeri","Alatalo","SUI","D",0,0,0,0,0,2,0,"15:22",0,0,0.2
"16","Raphael","Diaz","SUI","D",0,0,0,0,0,1,2,"19:20",0,0,-0.2
"45","Michael","Fora","SUI","D",0,0,0,0,0,1,0,"9:06",0,0,0.1
"38","Lukas","Frick","SUI","D",0,0,0,0,0,0,0,"15:13",0,0,0
"55","Romain","Loeffel","SUI","D",0,0,0,0,0,0,0,"13:53",0,0,0
"25","Mirco","Müller","SUI","D",0,0,0,0,0,0,0,"17:29",0,0,0
"65","Ramon","Untersander","SUI","D",0,0,0,0,0,0,0,"16:05",0,0,0
"6","Yannick","Weber","SUI","D",0,0,0,0,0,0,0,"13:37",0,0,0
"20","Reto","Berra","SUI","G",0,0,0,0,0,0,0,"0:00",0,0,0
"63","Leonardo","Genoni","SUI","G",0,0,0,0,0,0,0,"65:00",0,0,0
